Timestamp,cpu.quota.used.percent,cpu.used.percent,net.request.time,net.http.request.time,net.http.request.time.worst,total_utility
2024-10-11 00:57:50,6.043,0.270344,4290386441.315646,10.854213833334,15.001148,1.0
2024-10-11 00:58:00,16.5678,0.631532,3947305158.343877,2292.96215575,23983.517105,0.1
2024-10-11 00:58:10,31.792245,1.088228,50776270.570589,268.842665581082,1505.89187625,0.2
2024-10-11 00:58:30,51.285397,1.819167,2822704985.719613,111.885572664286,313.930282680852,0.6000000000000001
2024-10-11 00:58:40,54.571572,2.107478,205298349.87197,139.10867302531702,255.064309365854,0.6000000000000001
2024-10-11 00:58:50,60.274858,2.453523,100351675.951531,160.964918200957,339.612893978948,0.4
2024-10-11 00:59:00,55.467858,2.121637,76940223.025356,111.763267985295,233.82836331147598,0.8
2024-10-11 00:59:10,52.259572,1.88866,426219283.35894,89.23027899187,186.94654589091,0.8
2024-10-11 00:59:20,56.758286,2.274614,117281589.64838,104.84039871111199,202.80396110227298,0.8
2024-10-11 00:59:30,59.483429,2.418773,425589990.210005,112.163234655845,1955.717307,0.4
2024-10-11 00:59:50,60.029286,2.437751,134084440.828202,89.38596465341,181.038669379747,0.8
2024-10-11 01:00:00,59.617143,2.405455,413483408.373725,128.746569606897,976.599824833334,0.4
2024-10-11 01:00:10,51.022429,2.172341,123918687.152127,77.775623028986,523.6366,0.4
2024-10-11 01:00:20,48.517143,2.078091,4402813461.330893,371.034209586957,7748.497645,0.0
2024-10-11 01:01:00,43.759131,1.930345,176659745.279338,62.131024958375995,73.536136244083,0.8
2024-10-11 01:00:40,44.289858,1.945728,2105435732.652409,88.72017242963,3474.6390765,0.4
2024-10-11 01:01:20,52.953286,2.252728,103927546.922728,52.127726176547,290.338456,0.6000000000000001
2024-10-11 01:01:10,48.906858,2.103046,1137416983.289554,58.604051621870006,84.175472664706,0.8
2024-10-11 01:01:40,46.590715,2.053796,74560730.889111,57.105862561224995,170.46851518539398,0.8
2024-10-11 01:02:20,41.421143,1.862864,18918744.074375,55.469831049505004,2194.773058,0.4
2024-10-11 01:02:40,38.338109,1.581858,27850886.577084,12.971619008333999,102.702622333334,0.8
2024-10-11 01:03:00,43.516001,1.687046,20058305.371275,264.055153350516,1874.7643550769242,0.2
2024-10-11 01:03:20,42.225626,1.642728,586372780.213803,1801.810735830509,5942.325752222222,0.0
2024-10-11 01:03:30,41.430125,1.590205,34805017.600919,159.44724828205202,419.52619025,0.4
2024-10-11 01:03:40,37.663251,1.454387,40059458.54762,48.491404541667,160.637367,0.8
2024-10-11 01:03:50,29.829875,1.171205,25365159.626985,28.18354276,57.8935895,0.8
2024-10-11 01:04:00,34.110875,1.333796,17588553.396826,18.073482350000003,70.716537,0.8
2024-10-11 01:04:10,33.1925,1.295432,237341141.564286,127.05438924138001,739.89580475,0.4
2024-10-11 01:04:20,32.618875,1.273114,27616123.502381,41.810609464286,112.08348240000001,0.8
2024-10-11 01:04:30,33.151625,1.289841,48042138.920635,38.220677947369005,207.020864,0.8
2024-10-11 01:04:40,32.39,1.262455,25624485.661905,29.214334909091,85.40781975,0.8
2024-10-11 01:04:50,18.78519,0.77351,877374338.616403,880.858564,3312.7064445714286,0.1
2024-10-11 01:05:00,20.119875,0.821091,23730900.285715,21.458186050000002,94.222694,0.8
2024-10-11 01:05:20,24.738126,0.984682,43331412.018519,38.739126583334,121.76074025,0.8
2024-10-11 01:05:40,21.9475,0.882728,35379756.730159,39.036066479999995,124.93613375,0.8
2024-10-11 01:06:00,23.017125,0.919705,33521270.992064,22.09171555,70.499593,0.8
2024-10-11 01:06:10,21.037626,0.850637,38950955.850265,35.90036276,84.01236275,0.8
2024-10-11 01:06:20,36.928875,1.423841,20186103.404762,19.998044272728,56.93256825,0.8
2024-10-11 01:06:30,20.743,0.816455,389099492.185715,300.283895913044,927.96661125,0.0
2024-10-11 01:06:40,20.215875,0.801932,778252985.039683,535.324206965518,1701.0869825999998,0.0
2024-10-11 01:06:50,19.319,0.7655,642809864.892858,289.073751434783,1139.231830666667,0.30000000000000004
2024-10-11 01:07:00,12.787,0.531819,4846013471.502971,2482.8584552592592,8651.420337333335,0.1
2024-10-11 01:07:10,9.400126,0.406341,2076713153.842858,1228.570526206897,5376.2176702,0.2
2024-10-11 01:07:20,10.80525,0.453591,2442069844.722223,1010.144754153847,4658.378,0.1
