Timestamp,cpu.quota.used.percent,cpu.used.percent,net.request.time,net.http.request.time,net.http.request.time.worst
2024-09-27 17:07:10,0.9912,0.231657,4629920.377552,7.455454266667,14.590621666667
2024-09-27 17:07:30,1.0098,0.223907,4184806.928572,5.781733857143,12.40768
2024-09-27 17:07:40,3.2282,0.70475,3793707.80591,20.951658593221,29.636419107143
2024-09-27 17:07:50,20.305601,3.300782,6371505.293813,5.931551393277,31.324627940075
2024-09-27 17:08:00,39.661,5.482063,3999251.460108,3.467038784967,40.704159363301
2024-09-27 17:08:10,43.582401,6.411719,4545211.189183,3.323784133463,5.681639290027
2024-09-27 17:08:20,44.0914,6.615375,10389368.824005,3.804017413713,7.104586881797
2024-09-27 17:08:30,44.5752,6.760376,6176268.373276,3.588967837896,6.119244681942
2024-09-27 17:08:40,45.6928,7.068688,5909016.570078,4.138892225238,6.753578100908
2024-09-27 17:08:50,45.1512,7.022688,6009100.706862,3.846435340677,6.1408849285319995
2024-09-27 17:09:10,44.204,7.176876,6899682.850566,4.6206306691690004,7.367820840628
2024-09-27 17:09:20,46.168201,7.419688,6006777.155705,4.118760187392,6.315197662145
2024-09-27 17:09:30,45.6342,7.284469,4449653.291082,3.848916506748,5.892991205325
2024-09-27 17:09:40,44.6408,7.16,5184447.620123,4.02102947825,6.078255754514999
2024-09-27 17:10:10,20.753,10.964584,9555822.510674,5.97103766538,5.992602099862
2024-09-27 17:10:20,98.073001,8.53425,14534136.399382,1.035651123398,6.861470139534999
2024-09-27 17:10:30,44.4532,7.263938,4357693.549228,3.919036680805,5.905677503681001
2024-09-27 17:10:40,44.2732,7.216532,4077352.919331,3.8187589475949997,5.696117904885
2024-09-27 17:10:50,43.4282,7.135469,5740544.483958,4.16922793483,6.539815071595
2024-09-27 17:11:00,44.6788,7.316376,4795208.538413,3.7117490271760003,5.712578452673
2024-09-27 17:11:10,44.3226,7.307938,4947773.507647,3.703348741005,5.575463197176
2024-09-27 17:11:20,37.0294,6.105751,17160606.559599,8.254216650802,22.956706254039002
2024-09-27 17:11:30,41.6088,6.967375,12078206.799889,7.724752520313,14.31747067939
2024-09-27 17:11:40,43.1422,7.210094,11087345.792801,5.921314351262001,9.073847054638
2024-09-27 17:11:50,43.873401,7.303094,6143677.923462,4.197707444132,6.803338924545001
2024-09-27 17:12:00,45.6318,7.511938,5457533.9327,4.230425858748,7.021870831347
2024-09-27 17:12:20,45.290001,7.487844,5250196.398435,3.744412655452,5.940290831297
2024-09-27 17:12:30,45.106401,7.413782,3806149.486389,3.505299807351,5.790128986282
2024-09-27 17:12:50,1.2344,0.238157,2725284.316327,4.180946333334,7.647986666667
2024-09-27 17:13:00,1.1772,0.234625,2852371.806123,5.753781714285999,7.94368275
